director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Jack Sholder,Clu Gulager,Robert Rusler,Marshall Bell,Fantasy Horror,a nightmare on elm street 2: freddy's revenge,Fantasy Horror Clu GulagerRobert Rusler Marshall Bell a nightmare on elm street 2: freddy's revenge Jack Sholder
James Ivory,Julian Sands,Rupert Graves,Denholm Elliott,Drama Romance,a room with a view,Drama Romance Julian SandsRupert Graves Denholm Elliott a room with a view James Ivory
James DeMonaco,Rhys Wakefield,Adelaide Kane,Chris Mulkey,Horror Sci-Fi Thriller,the purge,Horror Sci-Fi Thriller Rhys WakefieldAdelaide Kane Chris Mulkey the purge James DeMonaco
Scott Derrickson,Danielle Kotch,Victoria Leigh,James Ransone,Horror Mystery,sinister,Horror Mystery Danielle KotchVictoria Leigh James Ransone sinister Scott Derrickson
David Raynr,Nancy O'Dell,Mikki Padilla,Dayna Devon,Biography Comedy Documentary,martin lawrence live: runteldat,Biography Comedy Documentary Nancy O'DellMikki Padilla Dayna Devon martin lawrence live: runteldat David Raynr
Richard Brooks,Burl Ives,Judith Anderson,Jack Carson,Drama Romance,cat on a hot tin roof,Drama Romance Burl IvesJudith Anderson Jack Carson cat on a hot tin roof Richard Brooks
Ted Post,Linda Harrison,Gregory Sierra,Victor Buono,Action Adventure Sci-Fi,beneath the planet of the apes,Action Adventure Sci-Fi Linda HarrisonGregory Sierra Victor Buono beneath the planet of the apes Ted Post
Charles Martin Smith,Kevin Zegers,Bill Cobbs,Michael Jeter,Comedy Drama Family Sport,air bud,Comedy Drama Family Sport Kevin ZegersBill Cobbs Michael Jeter air bud Charles Martin Smith
Kunihiko Yuyama,Veronica Taylor,Eric Stuart,Lisa Ortiz,Action Adventure Animation Family Fantasy Sci-Fi,pokémon 3: the movie,Action Adventure Animation Family Fantasy Sci-Fi Veronica TaylorEric Stuart Lisa Ortiz pokémon 3: the movie Kunihiko Yuyama
Tom McLoughlin,Tony Goldwyn,Ron Palillo,Vincent Guastaferro,Horror Thriller,jason lives: friday the 13th part vi,Horror Thriller Tony GoldwynRon Palillo Vincent Guastaferro jason lives: friday the 13th part vi Tom McLoughlin
David Lean,William Holden,Sessue Hayakawa,Jack Hawkins,Adventure Drama War,the bridge on the river kwai,Adventure Drama War William HoldenSessue Hayakawa Jack Hawkins the bridge on the river kwai David Lean
Patrick Read Johnson,Ariana Richards,Royal Dano,Tonya Lee Williams,Adventure Comedy Sci-Fi,spaced invaders,Adventure Comedy Sci-Fi Ariana RichardsRoyal Dano Tonya Lee Williams spaced invaders Patrick Read Johnson
Alfred Hitchcock,Ed Lauter,Bruce Dern,William Devane,Comedy Thriller,family plot,Comedy Thriller Ed LauterBruce Dern William Devane family plot Alfred Hitchcock
Billy Wilder,Fred MacMurray,Ray Walston,David White,Comedy Drama Romance,the apartment,Comedy Drama Romance Fred MacMurrayRay Walston David White the apartment Billy Wilder
Adam Marcus,Kane Hodder,Leslie Jordan,Erin Gray,Fantasy Horror Thriller,jason goes to hell: the final friday,Fantasy Horror Thriller Kane HodderLeslie Jordan Erin Gray jason goes to hell: the final friday Adam Marcus
Alfred Hitchcock,Tamara Toumanova,Lila Kedrova,David Opatoshu,Thriller,torn curtain,Thriller Tamara ToumanovaLila Kedrova David Opatoshu torn curtain Alfred Hitchcock
Michel Gondry,Common,Dave Chappelle,Lauryn Hill,Comedy Documentary Music,dave chappelle's block party,Comedy Documentary Music CommonDave Chappelle Lauryn Hill dave chappelle's block party Michel Gondry
John Maclean,Michael Fassbender,Kodi Smit-McPhee,Ben Mendelsohn,Western,slow west,Western Michael FassbenderKodi Smit-McPhee Ben Mendelsohn slow west John Maclean
Michael Schultz,Blair Underwood,LisaGay Hamilton,Bobby Brown,Comedy Drama Music,krush groove,Comedy Drama Music Blair UnderwoodLisaGay Hamilton Bobby Brown krush groove Michael Schultz
Benny Boom,Omari Hardwick,Donald Faison,Mike Epps,Action Comedy Crime,next day air,Action Comedy Crime Omari HardwickDonald Faison Mike Epps next day air Benny Boom
Richard Brooks,Shirley Jones,Jean Simmons,Edward Andrews,Drama,elmer gantry,Drama Shirley JonesJean Simmons Edward Andrews elmer gantry Richard Brooks
Stanley Kramer,Maximilian Schell,Montgomery Clift,Spencer Tracy,Drama War,judgment at nuremberg,Drama War Maximilian SchellMontgomery Clift Spencer Tracy judgment at nuremberg Stanley Kramer
David Raynr,Donald Faison,Deon Richmond,Countess Vaughn,Comedy,trippin',Comedy Donald FaisonDeon Richmond Countess Vaughn trippin' David Raynr
unknown,Matthew Senreich,Seth Green,Breckin Meyer,Animation Comedy,robot chicken            ,Animation Comedy Matthew SenreichSeth Green Breckin Meyer robot chicken             unknown
Howard Hawks,Montgomery Clift,Walter Brennan,Harry Carey Jr.,Action Adventure Romance Western,red river,Action Adventure Romance Western Montgomery CliftWalter Brennan Harry Carey Jr. red river Howard Hawks
Nnegest Likké,Mo'Nique,Jimmy Jean-Louis,Joyful Drake,Comedy,phat girlz,Comedy Mo'NiqueJimmy Jean-Louis Joyful Drake phat girlz Nnegest Likké
Richard Linklater,Seamus Davey-Fitzpatrick,Ariane Labed,Athina Rachel Tsangari,Drama Romance,before midnight,Drama Romance Seamus Davey-FitzpatrickAriane Labed Athina Rachel Tsangari before midnight Richard Linklater
Christopher Leitch,John Astin,Robert Neary,Kim Darby,Comedy Fantasy,teen wolf too,Comedy Fantasy John AstinRobert Neary Kim Darby teen wolf too Christopher Leitch
Don Coscarelli,Angus Scrimm,A. Michael Baldwin,James Le Gros,Action Fantasy Horror Sci-Fi Thriller,phantasm ii,Action Fantasy Horror Sci-Fi Thriller Angus ScrimmA. Michael Baldwin James Le Gros phantasm ii Don Coscarelli
Michael Schultz,Loretta Devine,Kimberly Elise,Clifton Powell,Drama,woman thou art loosed,Drama Loretta DevineKimberly Elise Clifton Powell woman thou art loosed Michael Schultz
Patricia Cardoso,America Ferrera,Lupe Ontiveros,George Lopez,Comedy Drama,real women have curves,Comedy Drama America FerreraLupe Ontiveros George Lopez real women have curves Patricia Cardoso
unknown,Rachel Griffiths,Jessica De Gouw,Luke Ford,Drama War,deadline gallipoli            ,Drama War Rachel GriffithsJessica De Gouw Luke Ford deadline gallipoli             unknown
Deepa Mehta,John Abraham,Lisa Ray,Seema Biswas,Drama Romance,water,Drama Romance John AbrahamLisa Ray Seema Biswas water Deepa Mehta
Damien O'Donnell,Archie Panjabi,Jimi Mistry,Om Puri,Comedy Drama,east is east,Comedy Drama Archie PanjabiJimi Mistry Om Puri east is east Damien O'Donnell
Peter M. Cohen,Callie Thorne,Brian Van Holt,David Heyman,Comedy Romance,whipped,Comedy Romance Callie ThorneBrian Van Holt David Heyman whipped Peter M. Cohen
Mira Nair,Indira Varma,Sarita Choudhury,Rekha,Crime Drama History Romance,kama sutra: a tale of love,Crime Drama History Romance Indira VarmaSarita Choudhury Rekha kama sutra: a tale of love Mira Nair
Nicole Holofcener,Oliver Platt,Thomas Ian Nicholas,Ann Morgan Guilbert,Comedy Drama,please give,Comedy Drama Oliver PlattThomas Ian Nicholas Ann Morgan Guilbert please give Nicole Holofcener
Mel Stuart,Peter Ostrum,Jack Albertson,Julie Dawn Cole,Family Fantasy Musical,willy wonka & the chocolate factory,Family Fantasy Musical Peter OstrumJack Albertson Julie Dawn Cole willy wonka & the chocolate factory Mel Stuart
Anthony Hickox,Julian Sands,Zach Galligan,Paula Marshall,Fantasy Horror,warlock: the armageddon,Fantasy Horror Julian SandsZach Galligan Paula Marshall warlock: the armageddon Anthony Hickox
Tom Schulman,Kristy Swanson,George Hamilton,Dyan Cannon,Comedy Crime,8 heads in a duffel bag,Comedy Crime Kristy SwansonGeorge Hamilton Dyan Cannon 8 heads in a duffel bag Tom Schulman
Terrence Malick,Sam Shepard,Stuart Margolin,Richard Libertini,Drama Romance,days of heaven,Drama Romance Sam ShepardStuart Margolin Richard Libertini days of heaven Terrence Malick
Jill Sprecher,Matthew McConaughey,Rob McElhenney,Amy Irving,Drama,thirteen conversations about one thing,Drama Matthew McConaugheyRob McElhenney Amy Irving thirteen conversations about one thing Jill Sprecher
Darren Stein,Julie Benz,Judy Greer,Jeff Conaway,Comedy Crime Thriller,jawbreaker,Comedy Crime Thriller Julie BenzJudy Greer Jeff Conaway jawbreaker Darren Stein
Julian Schnabel,Gary Oldman,Michael Wincott,Courtney Love,Biography Drama,basquiat,Biography Drama Gary OldmanMichael Wincott Courtney Love basquiat Julian Schnabel
Noah Baumbach,Greta Gerwig,Grace Gummer,Vanessa Ray,Comedy Drama Romance,frances ha,Comedy Drama Romance Greta GerwigGrace Gummer Vanessa Ray frances ha Noah Baumbach
Gavin Hood,Terry Pheto,Nambitha Mpumlwana,Rapulana Seiphemo,Crime Drama,tsotsi,Crime Drama Terry PhetoNambitha Mpumlwana Rapulana Seiphemo tsotsi Gavin Hood
Todd Solondz,Philip Seymour Hoffman,Jon Lovitz,Dylan Baker,Comedy Drama,happiness,Comedy Drama Philip Seymour HoffmanJon Lovitz Dylan Baker happiness Todd Solondz
George Gallo,Eddie Griffin,Joe Howard,Robert Noble,Comedy Documentary,dysfunktional family,Comedy Documentary Eddie GriffinJoe Howard Robert Noble dysfunktional family George Gallo
Kevin Smith,Johnny Depp,Haley Joel Osment,Michael Parks,Comedy Drama Horror,tusk,Comedy Drama Horror Johnny DeppHaley Joel Osment Michael Parks tusk Kevin Smith
Chan-wook Park,Min-sik Choi,Ji-tae Yu,Hye-jeong Kang,Drama Mystery Thriller,oldboy,Drama Mystery Thriller Min-sik ChoiJi-tae Yu Hye-jeong Kang oldboy Chan-wook Park
David Nixon,Robyn Lively,Michael Bolten,Christopher Schmidt,Drama Family,letters to god,Drama Family Robyn LivelyMichael Bolten Christopher Schmidt letters to god David Nixon
Jason Eisener,Gregory Smith,Robb Wells,Molly Dunsworth,Action Comedy Thriller,hobo with a shotgun,Action Comedy Thriller Gregory SmithRobb Wells Molly Dunsworth hobo with a shotgun Jason Eisener
Enrique Begne,Kevin Pollak,Héctor Jiménez,Erick Elias,Action Comedy,compadres,Action Comedy Kevin PollakHéctor Jiménez Erick Elias compadres Enrique Begne
Matthew Bright,Bokeem Woodbine,Dan Hedaya,Robert Peters,Comedy Crime Drama Thriller,freeway,Comedy Crime Drama Thriller Bokeem WoodbineDan Hedaya Robert Peters freeway Matthew Bright
Michael Landon Jr.,William Morgan Sheppard,Kevin Gage,Brianna Brown,Drama Family Western,love's abiding joy,Drama Family Western William Morgan SheppardKevin Gage Brianna Brown love's abiding joy Michael Landon Jr.
Andrea Arnold,Michael Fassbender,Harry Treadaway,Jason Maza,Drama,fish tank,Drama Michael FassbenderHarry Treadaway Jason Maza fish tank Andrea Arnold
Whit Stillman,Greta Gerwig,Megalyn Echikunwoke,Zach Woods,Comedy Drama Romance,damsels in distress,Comedy Drama Romance Greta GerwigMegalyn Echikunwoke Zach Woods damsels in distress Whit Stillman
unknown,Craig T. Nelson,Colm Feore,Megalyn Echikunwoke,Horror Sci-Fi Thriller,creature            ,Horror Sci-Fi Thriller Craig T. NelsonColm Feore Megalyn Echikunwoke creature             unknown
Leslye Headland,Kirsten Dunst,Adam Scott,Andrew Rannells,Comedy Romance,bachelorette,Comedy Romance Kirsten DunstAdam Scott Andrew Rannells bachelorette Leslye Headland
unknown,Danny Pino,Megan Hilty,Zach Grenier,Comedy Drama Horror Sci-Fi Thriller,braindead            ,Comedy Drama Horror Sci-Fi Thriller Danny PinoMegan Hilty Zach Grenier braindead             unknown
Bobby Roth,Virginia Madsen,Aaron Ashmore,Lindsey Haun,Drama Family Music,brave new girl,Drama Family Music Virginia MadsenAaron Ashmore Lindsey Haun brave new girl Bobby Roth
Tim Heidecker,Michael Gross,William Atherton,Bob Ross,Comedy,tim and eric's billion dollar movie,Comedy Michael GrossWilliam Atherton Bob Ross tim and eric's billion dollar movie Tim Heidecker
Rupert Wyatt,George Kennedy,Cjon Saulsberry,Griffin Cleveland,Crime Drama Thriller,the gambler,Crime Drama Thriller George KennedyCjon Saulsberry Griffin Cleveland the gambler Rupert Wyatt
unknown,Susan Hampshire,Amanda Mealing,Tim Healy,Drama,the grand            ,Drama Susan HampshireAmanda Mealing Tim Healy the grand             unknown
Marco Kreuzpaintner,Alicja Bachleda,Kostja Ullmann,Robert Stadlober,Comedy Drama Romance Sport,summer storm,Comedy Drama Romance Sport Alicja BachledaKostja Ullmann Robert Stadlober summer storm Marco Kreuzpaintner
Kate Connor,Johnny Pacar,Eric Stoltz,Brendan Fehr,Drama History War,fort mccoy,Drama History War Johnny PacarEric Stoltz Brendan Fehr fort mccoy Kate Connor
Deon Taylor,Matt Cohen,Betsy Russell,Noah Segan,Horror Thriller,chain letter,Horror Thriller Matt CohenBetsy Russell Noah Segan chain letter Deon Taylor
Jason Alexander,Gretchen Mol,Patti LuPone,Peter Onorati,Comedy Drama,just looking,Comedy Drama Gretchen MolPatti LuPone Peter Onorati just looking Jason Alexander
Xavier Gens,Michael Biehn,Lauren German,Rosanna Arquette,Drama Sci-Fi Thriller,the divide,Drama Sci-Fi Thriller Michael BiehnLauren German Rosanna Arquette the divide Xavier Gens
Conor McPherson,Aidan Quinn,Iben Hjejle,Jim Norton,Drama Horror Romance,the eclipse,Drama Horror Romance Aidan QuinnIben Hjejle Jim Norton the eclipse Conor McPherson
Will Canon,Frank Grillo,Scott Mechlowicz,Aaron Yoo,Horror Thriller,demonic,Horror Thriller Frank GrilloScott Mechlowicz Aaron Yoo demonic Will Canon
Philip Zlotorynski,Neil Hopkins,Darren Keefe Reiher,David Douglas,Comedy,my big fat independent movie,Comedy Neil HopkinsDarren Keefe Reiher David Douglas my big fat independent movie Philip Zlotorynski
Tim Burton,Johnny Depp,Alan Rickman,Anne Hathaway,Adventure Family Fantasy,alice in wonderland,Adventure Family Fantasy Johnny DeppAlan Rickman Anne Hathaway alice in wonderland Tim Burton
Lance Kawas,Taylor Negron,Michael Rapaport,Talia Shire,Comedy,the deported,Comedy Taylor NegronMichael Rapaport Talia Shire the deported Lance Kawas
Francesca Gregorini,Tom Everett Scott,Amy Sedaris,Chris Kattan,Drama,tanner hall,Drama Tom Everett ScottAmy Sedaris Chris Kattan tanner hall Francesca Gregorini
Marcio Garcia,John Savage,Kristi Clainos,Emily Nelson,Action Drama Thriller,open road,Action Drama Thriller John SavageKristi Clainos Emily Nelson open road Marcio Garcia
David Wain,Christopher Meloni,Amy Poehler,Jack McBrayer,Comedy,they came together,Comedy Christopher MeloniAmy Poehler Jack McBrayer they came together David Wain
Craig Moss,French Stewart,Ashley Martin,Olivia Alexander,Comedy,30 nights of paranormal activity with the devil inside the girl with the dragon tattoo,Comedy French StewartAshley Martin Olivia Alexander 30 nights of paranormal activity with the devil inside the girl with the dragon tattoo Craig Moss
Michael Jai White,Michael Jai White,Alex Meraz,Jillian Murray,Action Drama Sport,never back down 2: the beatdown,Action Drama Sport Michael Jai WhiteAlex Meraz Jillian Murray never back down 2: the beatdown Michael Jai White
John Boorman,Lee Marvin,Angie Dickinson,Carroll O'Connor,Crime Thriller,point blank,Crime Thriller Lee MarvinAngie Dickinson Carroll O'Connor point blank John Boorman
Paolo Monico,Stephanie Szostak,Sarah Rafferty,Salvatore Santone,Comedy,four single fathers,Comedy Stephanie SzostakSarah Rafferty Salvatore Santone four single fathers Paolo Monico
Youssef Delara,Noel Gugliemi,David Bianchi,Jason Priestley,Thriller,enter the dangerous mind,Thriller Noel GugliemiDavid Bianchi Jason Priestley enter the dangerous mind Youssef Delara
Darin Scott,Julian Morris,Shantel VanSanten,John Robinson,Drama Horror Mystery Thriller,something wicked,Drama Horror Mystery Thriller Julian MorrisShantel VanSanten John Robinson something wicked Darin Scott
Christian Sesma,Bokeem Woodbine,Brooke Newton,Brett Wagner,Thriller,awol-72,Thriller Bokeem WoodbineBrooke Newton Brett Wagner awol-72 Christian Sesma
Monte Hellman,Everett McGill,Jack Taylor,Fabio Testi,Adventure Crime Drama,iguana,Adventure Crime Drama Everett McGillJack Taylor Fabio Testi iguana Monte Hellman
Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,Drama Family Fantasy Romance,cinderella,Drama Family Fantasy Romance Hayley AtwellDerek Jacobi Lily James cinderella Kenneth Branagh
Brian Caunter,Mike Starr,Stacy Keach,Frank Vincent,Action Adventure Crime Drama,chicago overcoat,Action Adventure Crime Drama Mike StarrStacy Keach Frank Vincent chicago overcoat Brian Caunter
Chris D'Arienzo,Judy Greer,Cybill Shepherd,Shea Whigham,Comedy Drama Romance,barry munday,Comedy Drama Romance Judy GreerCybill Shepherd Shea Whigham barry munday Chris D'Arienzo
Walter Salles,Fernanda Montenegro,Matheus Nachtergaele,Othon Bastos,Drama,central station,Drama Fernanda MontenegroMatheus Nachtergaele Othon Bastos central station Walter Salles
Frank Capra,Ann-Margret,Glenn Ford,Thomas Mitchell,Comedy Drama,pocketful of miracles,Comedy Drama Ann-MargretGlenn Ford Thomas Mitchell pocketful of miracles Frank Capra
Isaac Florentine,Anthony L. Fernandez,Nick Chinlund,Scott Evans,Action Crime,close range,Action Crime Anthony L. FernandezNick Chinlund Scott Evans close range Isaac Florentine
Susan Seidelman,Dyan Cannon,Michael Nouri,Brenda Vaccaro,Comedy Romance,boynton beach club,Comedy Romance Dyan CannonMichael Nouri Brenda Vaccaro boynton beach club Susan Seidelman
Michael Polish,Olivia Rose Keegan,Patrick Bauchau,Mia Barron,Drama Horror Mystery Thriller,amnesiac,Drama Horror Mystery Thriller Olivia Rose KeeganPatrick Bauchau Mia Barron amnesiac Michael Polish
Heidi Ewing,Greg Crowe,James Ransone,Tempestt Bledsoe,Documentary,freakonomics,Documentary Greg CroweJames Ransone Tempestt Bledsoe freakonomics Heidi Ewing
Richard Donner,Lee Remick,Patrick Troughton,Billie Whitelaw,Fantasy Horror Mystery,the omen,Fantasy Horror Mystery Lee RemickPatrick Troughton Billie Whitelaw the omen Richard Donner
Alexandre Aja,Cécile De France,Maïwenn,Oana Pellea,Horror,high tension,Horror Cécile De FranceMaïwenn Oana Pellea high tension Alexandre Aja
Leon Ford,Maeve Dermody,Patrick Brammall,Kelly Paterniti,Comedy Drama Romance Sci-Fi,griff the invisible,Comedy Drama Romance Sci-Fi Maeve DermodyPatrick Brammall Kelly Paterniti griff the invisible Leon Ford
Hank Braxtan,Q'orianka Kilcher,Gregory Cruz,Allegra Carpenter,Action Horror Thriller,unnatural,Action Horror Thriller Q'orianka KilcherGregory Cruz Allegra Carpenter unnatural Hank Braxtan
Craig Brewer,Isaac Hayes,Paula Jai Parker,Elise Neal,Crime Drama Music,hustle & flow,Crime Drama Music Isaac HayesPaula Jai Parker Elise Neal hustle & flow Craig Brewer
Billy Wilder,Nehemiah Persoff,Joe E. Brown,George Raft,Comedy Music Romance,some like it hot,Comedy Music Romance Nehemiah PersoffJoe E. Brown George Raft some like it hot Billy Wilder
John Carl Buechler,Kane Hodder,Terry Kiser,William Butler,Horror,friday the 13th part vii: the new blood,Horror Kane HodderTerry Kiser William Butler friday the 13th part vii: the new blood John Carl Buechler
